source_id,target_id,Source,Target,Region,Amount
MEX,GBR,Mexico,United Kingdom,North America,1292777.029
MEX,USA,Mexico,United States,North America,33950908.778
MNG,CHN,Mongolia,China,Central and Northern Asia,3379652.04
MAR,ESP,Morocco,Spain,Middle East and North Africa,1159479.512
OMN,CHN,Oman,China,Middle East and North Africa,11197440.39
OMN,JPN,Oman,Japan,Middle East and North Africa,1672852.716
OMN,KOR,Oman,"Korea, Rep.",Middle East and North Africa,2237247.555
NLD,BEL,Netherlands,Belgium,Europe,22422472.941
NLD,CAN,Netherlands,Canada,Europe,1294574.353
NLD,CHN,Netherlands,China,Europe,2222583.714
NLD,DNK,Netherlands,Denmark,Europe,1259766.837
NLD,FRA,Netherlands,France,Europe,7825348.528
NLD,DEU,Netherlands,Germany,Europe,32877595.644
NLD,ITA,Netherlands,Italy,Europe,2803294.09
NLD,NGA,Netherlands,Nigeria,Europe,2667315.977
NLD,POL,Netherlands,Poland,Europe,1406220.578
NLD,SGP,Netherlands,Singapore,Europe,2228446.756
NLD,ESP,Netherlands,Spain,Europe,1716688.919
NLD,SWE,Netherlands,Sweden,Europe,1370813.459
NLD,GBR,Netherlands,United Kingdom,Europe,9998660.134999998
NLD,USA,Netherlands,United States,Europe,3004837.012
NZL,CHN,New Zealand,China,Oceania,5590639.867000001
NZL,JPN,New Zealand,Japan,Oceania,1066416.614
NZL,USA,New Zealand,United States,Oceania,1961811.76
NGA,FRA,Nigeria,France,Sub-Saharan Africa,2178263.804
NGA,IDN,Nigeria,Indonesia,Sub-Saharan Africa,1273895.943
NGA,NLD,Nigeria,Netherlands,Sub-Saharan Africa,1869105.101
NGA,IND,Nigeria,India,Sub-Saharan Africa,6346036.059
NGA,ZAF,Nigeria,South Africa,Sub-Saharan Africa,1887828.317
NGA,ESP,Nigeria,Spain,Sub-Saharan Africa,3098992.3
NGA,GBR,Nigeria,United Kingdom,Sub-Saharan Africa,1137764.172
NGA,USA,Nigeria,United States,Sub-Saharan Africa,3985425.146
NOR,BEL,Norway,Belgium,Europe,3152550.944
NOR,DNK,Norway,Denmark,Europe,1137509.029
NOR,FRA,Norway,France,Europe,4596885.412
NOR,DEU,Norway,Germany,Europe,11013847.467999998
NOR,NLD,Norway,Netherlands,Europe,6396735.419
NOR,POL,Norway,Poland,Europe,1064429.942
NOR,SWE,Norway,Sweden,Europe,4080696.621
NOR,GBR,Norway,United Kingdom,Europe,15208163.56
NOR,USA,Norway,United States,Europe,1401589.981
PAK,CHN,Pakistan,China,South Asia,1300059.052
PNG,AUS,Papua New Guinea,Australia,Oceania,1917381.782
PNG,JPN,Papua New Guinea,Japan,Oceania,1633781.536
PER,CAN,Peru,Canada,South America,1441156.271
PER,CHN,Peru,China,South America,7984317.647
PER,JPN,Peru,Japan,South America,1025446.825
PER,CHE,Peru,Switzerland,South America,2464317.398
PER,USA,Peru,United States,South America,4483392.389
PHL,CHN,Philippines,China,Southeast Asia,1157339.34
PHL,JPN,Philippines,Japan,Southeast Asia,1009311.464
POL,CZE,Poland,Czech Rep.,Europe,2376260.977
POL,DEU,Poland,Germany,Europe,6152829.419
POL,ITA,Poland,Italy,Europe,1026011.474
PRT,ESP,Portugal,Spain,Europe,1577150.074
QAT,CHN,Qatar,China,Middle East and North Africa,3277354.122
QAT,IDN,Qatar,Indonesia,Middle East and North Africa,1017389.151
QAT,JPN,Qatar,Japan,Middle East and North Africa,11262687.38
QAT,KOR,Qatar,"Korea, Rep.",Middle East and North Africa,10272418.29
QAT,IND,Qatar,India,Middle East and North Africa,7086373.661
QAT,SGP,Qatar,Singapore,Middle East and North Africa,3035980.115
QAT,THA,Qatar,Thailand,Middle East and North Africa,2096470.43
QAT,ARE,Qatar,United Arab Emirates,Middle East and North Africa,2232702.149
QAT,EGY,Qatar,Egypt,Middle East and North Africa,1411451.285
QAT,GBR,Qatar,United Kingdom,Middle East and North Africa,1770396.064
RUS,BEL,Russian Federation,Belgium,Central and Northern Asia,7086463.129
RUS,BRA,Russian Federation,Brazil,Central and Northern Asia,1102698.18
RUS,BGR,Russian Federation,Bulgaria,Central and Northern Asia,2249636.558
RUS,BLR,Russian Federation,Belarus,Central and Northern Asia,8414895.003
RUS,CHN,Russian Federation,China,Central and Northern Asia,28234807.283
RUS,CZE,Russian Federation,Czech Rep.,Central and Northern Asia,1006956.441
RUS,FIN,Russian Federation,Finland,Central and Northern Asia,4035491.986
RUS,FRA,Russian Federation,France,Central and Northern Asia,3115544.915
RUS,DEU,Russian Federation,Germany,Central and Northern Asia,14789784.318
RUS,GRC,Russian Federation,Greece,Central and Northern Asia,2259979.503
RUS,HUN,Russian Federation,Hungary,Central and Northern Asia,2101696.192
RUS,ITA,Russian Federation,Italy,Central and Northern Asia,11922504.742
RUS,JPN,Russian Federation,Japan,Central and Northern Asia,9172687.257
RUS,KAZ,Russian Federation,Kazakhstan,Central and Northern Asia,2131745.9
RUS,KOR,Russian Federation,"Korea, Rep.",Central and Northern Asia,7501392.913
RUS,LVA,Russian Federation,Latvia,Central and Northern Asia,2038852.768
RUS,LTU,Russian Federation,Lithuania,Central and Northern Asia,2026157.978
RUS,MLT,Russian Federation,Malta,Central and Northern Asia,1211177.592
RUS,NLD,Russian Federation,Netherlands,Central and Northern Asia,18710444.066999998
RUS,POL,Russian Federation,Poland,Central and Northern Asia,6748815.072
RUS,ROU,Russian Federation,Romania,Central and Northern Asia,1674989.643
RUS,IND,Russian Federation,India,Central and Northern Asia,1848205.566
RUS,SGP,Russian Federation,Singapore,Central and Northern Asia,2084579.182
RUS,SVK,Russian Federation,Slovakia,Central and Northern Asia,2410220.147
RUS,ESP,Russian Federation,Spain,Central and Northern Asia,2137622.1
RUS,SWE,Russian Federation,Sweden,Central and Northern Asia,2268574.647
RUS,CHE,Russian Federation,Switzerland,Central and Northern Asia,1790222.212
RUS,TUR,Russian Federation,Turkey,Central and Northern Asia,9741319.553
RUS,UKR,Russian Federation,Ukraine,Central and Northern Asia,1663659.013
RUS,EGY,Russian Federation,Egypt,Central and Northern Asia,1932392.654
RUS,GBR,Russian Federation,United Kingdom,Central and Northern Asia,3870669.785
RUS,USA,Russian Federation,United States,Central and Northern Asia,9039830.198
SAU,CAN,Saudi Arabia,Canada,Middle East and North Africa,1239586.223
SAU,CHN,Saudi Arabia,China,Middle East and North Africa,16361520.14
SAU,FRA,Saudi Arabia,France,Middle East and North Africa,3933432.306
SAU,IDN,Saudi Arabia,Indonesia,Middle East and North Africa,2019500.88
SAU,ITA,Saudi Arabia,Italy,Middle East and North Africa,2127115.339
SAU,JPN,Saudi Arabia,Japan,Middle East and North Africa,18859279.35
SAU,JOR,Saudi Arabia,Jordan,Middle East and North Africa,1220372.383
SAU,KOR,Saudi Arabia,"Korea, Rep.",Middle East and North Africa,14903641.8
SAU,MYS,Saudi Arabia,Malaysia,Middle East and North Africa,1353244.125
SAU,NLD,Saudi Arabia,Netherlands,Middle East and North Africa,1581929.651
SAU,PHL,Saudi Arabia,Philippines,Middle East and North Africa,1025858.178
SAU,IND,Saudi Arabia,India,Middle East and North Africa,13922644.94
SAU,SGP,Saudi Arabia,Singapore,Middle East and North Africa,5638586.132
SAU,ZAF,Saudi Arabia,South Africa,Middle East and North Africa,2461794.453
SAU,ESP,Saudi Arabia,Spain,Middle East and North Africa,2695326.957
SAU,THA,Saudi Arabia,Thailand,Middle East and North Africa,4180461.076
SAU,EGY,Saudi Arabia,Egypt,Middle East and North Africa,1306341.042
SAU,GBR,Saudi Arabia,United Kingdom,Middle East and North Africa,1087947.63
SAU,USA,Saudi Arabia,United States,Middle East and North Africa,16763207.97
IND,BGD,India,Bangladesh,South Asia,1450955.144
IND,BEL,India,Belgium,South Asia,2140973.347
IND,CHN,India,China,South Asia,4938702.42
IND,GIB,India,Gibraltar,South Asia,1664770.97
IND,HKG,India,"China, Hong Kong SAR",South Asia,10516206.13
IND,KOR,India,"Korea, Rep.",South Asia,1068216.756
IND,SAU,India,Saudi Arabia,South Asia,1378791.069
IND,SGP,India,Singapore,South Asia,3195306.563
IND,VNM,India,Vietnam,South Asia,4134256.674
IND,ARE,India,United Arab Emirates,South Asia,8736958.929
IND,TUR,India,Turkey,South Asia,1505373.054
IND,USA,India,United States,South Asia,13632889.318
SGP,AUS,Singapore,Australia,Southeast Asia,2829167.969
SGP,MMR,Singapore,Myanmar,Southeast Asia,1263886.007
SGP,CHN,Singapore,China,Southeast Asia,4890455.002
SGP,HKG,Singapore,"China, Hong Kong SAR",Southeast Asia,2010229.905
SGP,IDN,Singapore,Indonesia,Southeast Asia,6790732.559
SGP,MYS,Singapore,Malaysia,Southeast Asia,7173819.789
SGP,VNM,Singapore,Vietnam,Southeast Asia,2323975.83
SGP,ZWE,Singapore,Zimbabwe,Southeast Asia,1104509.823
SGP,CHE,Singapore,Switzerland,Southeast Asia,1711195.693
VNM,CHN,Vietnam,China,Southeast Asia,7027231.617000001
VNM,DEU,Vietnam,Germany,Southeast Asia,1011913.086
VNM,USA,Vietnam,United States,Southeast Asia,3025258.016
ZAF,CHN,South Africa,China,Sub-Saharan Africa,13793107.42
ZAF,DEU,South Africa,Germany,Sub-Saharan Africa,1529698.485
ZAF,HKG,South Africa,"China, Hong Kong SAR",Sub-Saharan Africa,3866169.175
ZAF,JPN,South Africa,Japan,Sub-Saharan Africa,2747334.287
ZAF,IND,South Africa,India,Sub-Saharan Africa,4124569.699
ZAF,USA,South Africa,United States,Sub-Saharan Africa,2560319.228
ESP,CHN,Spain,China,Europe,2299564.022
ESP,FRA,Spain,France,Europe,9220291.956999999
ESP,DEU,Spain,Germany,Europe,6417360.824
ESP,ITA,Spain,Italy,Europe,6134743.108999999
ESP,NLD,Spain,Netherlands,Europe,2781189.164
ESP,PRT,Spain,Portugal,Europe,6156720.947
ESP,GBR,Spain,United Kingdom,Europe,4336438.351
ESP,USA,Spain,United States,Europe,2511142.363
SSD,CHN,South Sudan,China,Sub-Saharan Africa,1459751.33
SDN,ARE,Sudan,United Arab Emirates,Sub-Saharan Africa,1774149.083
SWE,DEU,Sweden,Germany,Europe,2602436.083
SWE,GBR,Sweden,United Kingdom,Europe,1364112.456
CHE,CHN,Switzerland,China,Europe,23180264.83
CHE,FRA,Switzerland,France,Europe,2457206.568
CHE,DEU,Switzerland,Germany,Europe,3820548.808
CHE,HKG,Switzerland,"China, Hong Kong SAR",Europe,12648800.21
CHE,ITA,Switzerland,Italy,Europe,1919077.172
CHE,IND,Switzerland,India,Europe,13088374.05
CHE,SGP,Switzerland,Singapore,Europe,1854116.011
CHE,THA,Switzerland,Thailand,Europe,1933207.082
CHE,ARE,Switzerland,United Arab Emirates,Europe,1124786.032
CHE,GBR,Switzerland,United Kingdom,Europe,8790401.862
CHE,USA,Switzerland,United States,Europe,3147476.617
THA,CHN,Thailand,China,Southeast Asia,10967136.774
THA,IDN,Thailand,Indonesia,Southeast Asia,1432542.378
THA,JPN,Thailand,Japan,Southeast Asia,1839889.383
THA,MYS,Thailand,Malaysia,Southeast Asia,1320733.961
THA,SGP,Thailand,Singapore,Southeast Asia,2568528.478
THA,VNM,Thailand,Vietnam,Southeast Asia,1182309.963
THA,CHE,Thailand,Switzerland,Southeast Asia,4088220.506
THA,USA,Thailand,United States,Southeast Asia,1769339.872
TTO,USA,Trinidad and Tobago,United States,Caribbean and Central America,1261864.908
ARE,AUS,United Arab Emirates,Australia,Middle East and North Africa,1120843.389
ARE,BEL,United Arab Emirates,Belgium,Middle East and North Africa,2152203.514
ARE,CHN,United Arab Emirates,China,Middle East and North Africa,6867330.218
ARE,JPN,United Arab Emirates,Japan,Middle East and North Africa,16084831.0
ARE,KOR,United Arab Emirates,"Korea, Rep.",Middle East and North Africa,4691457.364
ARE,OMN,United Arab Emirates,Oman,Middle East and North Africa,1193931.911
ARE,PAK,United Arab Emirates,Pakistan,Middle East and North Africa,2460033.029
ARE,SAU,United Arab Emirates,Saudi Arabia,Middle East and North Africa,2106901.546
ARE,IND,United Arab Emirates,India,Middle East and North Africa,14976005.487
ARE,SGP,United Arab Emirates,Singapore,Middle East and North Africa,4110378.018
ARE,CHE,United Arab Emirates,Switzerland,Middle East and North Africa,9995296.214
ARE,THA,United Arab Emirates,Thailand,Middle East and North Africa,5193346.412
ARE,TUR,United Arab Emirates,Turkey,Middle East and North Africa,3115275.794
ARE,USA,United Arab Emirates,United States,Middle East and North Africa,1129491.293
TUR,CHN,Turkey,China,Europe,1429403.838
TUR,DEU,Turkey,Germany,Europe,1019810.493
TUR,IRN,Turkey,Iran,Europe,1421647.05
TUR,IRQ,Turkey,Iraq,Europe,1959374.543
TUR,CHE,Turkey,Switzerland,Europe,1898799.837
TUR,ARE,Turkey,United Arab Emirates,Europe,2622599.902
TUR,GBR,Turkey,United Kingdom,Europe,3407300.098
TUR,USA,Turkey,United States,Europe,1244569.685
TKM,CHN,Turkmenistan,China,Central and Northern Asia,5480969.398
UKR,CHN,Ukraine,China,Central and Northern Asia,2269322.4850000003
UKR,ITA,Ukraine,Italy,Central and Northern Asia,1177175.027
UKR,IND,Ukraine,India,Central and Northern Asia,1640483.941
UKR,TUR,Ukraine,Turkey,Central and Northern Asia,1214469.459
UKR,EGY,Ukraine,Egypt,Central and Northern Asia,1075731.414
EGY,ARE,Egypt,United Arab Emirates,Middle East and North Africa,1462441.606
GBR,BEL,United Kingdom,Belgium,Europe,2818174.123
GBR,CHN,United Kingdom,China,Europe,3139672.8600000003
GBR,FRA,United Kingdom,France,Europe,2900159.21
GBR,DEU,United Kingdom,Germany,Europe,4953884.579
GBR,IRL,United Kingdom,Ireland,Europe,3817908.548
GBR,ISR,United Kingdom,Israel,Europe,1156021.725
GBR,KOR,United Kingdom,"Korea, Rep.",Europe,1059171.9
GBR,NLD,United Kingdom,Netherlands,Europe,8117256.4180000005
GBR,IND,United Kingdom,India,Europe,1040524.71
GBR,ESP,United Kingdom,Spain,Europe,1106400.974
GBR,CHE,United Kingdom,Switzerland,Europe,11261435.91
GBR,USA,United Kingdom,United States,Europe,4296763.717
USA,ARG,United States,Argentina,North America,1266126.312
USA,BRA,United States,Brazil,North America,4604665.932
USA,CAN,United States,Canada,North America,41837516.157
USA,CHL,United States,Chile,North America,3128334.738
USA,CHN,United States,China,North America,36957970.53
USA,COL,United States,Colombia,North America,5136203.528
USA,CRI,United States,Costa Rica,North America,1139034.618
USA,DOM,United States,Dominican Rep.,North America,2380053.438
USA,ECU,United States,Ecuador,North America,2163066.474
USA,FRA,United States,France,North America,2416457.822
USA,DEU,United States,Germany,North America,4966405.287
USA,GIB,United States,Gibraltar,North America,1203365.745
USA,GTM,United States,Guatemala,North America,1845774.934
USA,HND,United States,Honduras,North America,1012954.787
USA,HKG,United States,"China, Hong Kong SAR",North America,6059394.619999999
USA,IDN,United States,Indonesia,North America,2215474.731
USA,ITA,United States,Italy,North America,2142161.5039999997
USA,JPN,United States,Japan,North America,16188668.026
USA,KOR,United States,"Korea, Rep.",North America,9098681.707
USA,MEX,United States,Mexico,North America,45703031.733
USA,NLD,United States,Netherlands,North America,5396149.494
USA,PAN,United States,Panama,North America,1742558.407
USA,PER,United States,Peru,North America,3083470.5420000004
USA,PHL,United States,Philippines,North America,1917336.169
USA,IND,United States,India,North America,5136466.214
USA,SGP,United States,Singapore,North America,1813845.826
USA,VNM,United States,Vietnam,North America,3772664.2800000003
USA,ESP,United States,Spain,North America,1585912.25
USA,CHE,United States,Switzerland,North America,7897417.876
USA,THA,United States,Thailand,North America,1504500.647
USA,TUR,United States,Turkey,North America,1185896.757
USA,GBR,United States,United Kingdom,North America,7074734.211
USA,VEN,United States,Venezuela,North America,1682963.078
BFA,CHE,Burkina Faso,Switzerland,Sub-Saharan Africa,1212648.224
URY,CHN,Uruguay,China,South America,1175262.871
UZB,CHE,Uzbekistan,Switzerland,Central and Northern Asia,2861265.16
VEN,CHN,Venezuela,China,South America,5169054.429
VEN,IND,Venezuela,India,South America,5071877.66
VEN,SGP,Venezuela,Singapore,South America,1139253.53
VEN,CHE,Venezuela,Switzerland,South America,2908300.47
VEN,USA,Venezuela,United States,South America,10924051.91
ZMB,CHN,Zambia,China,Sub-Saharan Africa,2025854.864
